50,marital,0.994,0.9584,0.9787
51,income,0.9466,0.7856,0.8641
51,marital,0.9941,0.958,0.9793
52,income,0.9457,0.7921,0.8867
52,marital,0.9938,0.9605,0.9821
53,income,0.943,0.7984,0.9033
53,marital,0.994,0.9563,0.9771
54,income,0.9364,0.9161,0.9335
54,marital,0.9932,0.9626,0.9819
55,income,0.9396,0.7975,0.9103
55,marital,0.9937,0.9613,0.983
56,income,0.9416,0.7849,0.8636
56,marital,0.9936,0.9626,0.9831
57,income,0.9434,0.8506,0.937
57,marital,0.9938,0.9585,0.9791
58,income,0.9457,0.8182,0.9241
58,marital,0.994,0.9604,0.9814
59,income,0.9464,0.7927,0.8765
59,marital,0.9939,0.959,0.9797
60,income,0.9439,0.8018,0.8959
60,marital,0.994,0.9604,0.981
61,income,0.9416,0.8369,0.9338
61,marital,0.994,0.9595,0.9789
62,income,0.9451,0.8167,0.925
62,marital,0.9939,0.9606,0.9806
63,income,0.9403,0.8543,0.9359
63,marital,0.994,0.9599,0.9796
64,income,0.9396,0.7951,0.8901
64,marital,0.9895,0.952,0.9743
